Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Detection Date,Campaign description,Maliciousness type,Source
applied-css,applied_css,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
approval_ratings-cli-app,approval-ratings-cli-app,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apptuit_fluent-plugin,apptuit-fluent-plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apress_api,apress-api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apress_changelogger,apress-changelogger,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apress_documentation,apress-documentation,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apress_moysklad,apress-moysklad,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
apress_validators,apress-validators,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aptible_cli,aptible-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aptly-cli,aptly_cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ar_find-in-batches-with-order,ar-find-in-batches-with-order,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ar_octopus-replication-tracking,ar-octopus-replication-tracking,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ar_serialize-helpers,ar-serialize-helpers,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ar-database_duplicator,ar_database_duplicator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ar-json_serialize,ar_json_serialize,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ar-lightning,ar_lightning,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ar-publish_control,ar_publish_control,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arabic-normalizer,arabic_normalizer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arb-spider,arb_spider,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
archive-lister,archive_lister,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
archive-uploader,archive_uploader,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
archivist_client,archivist-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arctica_autorization-rails-plugin,arctica-autorization-rails-plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ardm_serializer,ardm-serializer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ardm_sqlite-adapter,ardm-sqlite-adapter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ardm_validations,ardm-validations,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
area-code_validator,area_code_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arel-search,arel_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arethusa_cli,arethusa-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arethusa_client,arethusa-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arethusa-plugin_generator,arethusa_plugin_generator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
argentinian_validations,argentinian-validations,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
arproxy-plugin-mysql-casual_log,arproxy-plugin-mysql_casual_log,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
array_subindex,array-subindex,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
array-xml-serialization,array-xml_serialization,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
artisan_plugin,artisan-plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
artoo_crazyflie,artoo-crazyflie,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asana_cli,asana-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ascii-press,ascii_press,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asciidoctor_bibliography,asciidoctor-bibliography,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asciidoctor_pdf-linewrap-ja,asciidoctor-pdf-linewrap-ja,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aspose-slides_cloud,aspose_slides_cloud,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assembla-cli,assembla_cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assembly_client,assembly-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assemblyline_cli,assemblyline-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assemblyline_formatter,assemblyline-formatter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assemblyline_ruby,assemblyline-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asset-host_client,asset_host_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asset-link,asset_link,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asset-pipeline,sinatra-asset-pipeline,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asset-pipeline_i18n,asset_pipeline_i18n,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asset-symlink,asset_symlink,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asset-uploader,asset_uploader,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assets_publisher-for-hanami,assets-publisher-for-hanami,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assets-live_compile,assets_live_compile,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assets-offline,assets_offline,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
assets-pipeline,assets_pipeline,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
association-validator,association_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
asterisk_ari-client,asterisk-ari-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
astroboa_cli,astroboa-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
at_validations,at-validations,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
at-least_one_existence_validator,at_least_one_existence_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
atacama-client,atacama_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
atlas-client,atlas_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
atlassian-plugin_installer,atlassian_plugin_installer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
attr-searchable,attr_searchable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
attr-validator,attr_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
attribute-normalizer-extras,attribute_normalizer-extras,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
audio-mixer-sox,audio_mixer-sox,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
audiobank_client,audiobank-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auth_transis-client,auth-transis-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auth-client,auth_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
authenticated-client,authenticated_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
authenticator_client,authenticator-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auto_deploy-test,auto-deploy-test,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auto-click,auto_click,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auto-flick,auto_flick,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auto-localize,auto_localize,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auto-scaling_methods,auto_scaling_methods,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
auto-validate,auto_validate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
autoexec-bat,autoexec_bat,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
autoproj_stats,autoproj-stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
awesome-print_carrier_wave_uploader,awesome_print_carrier_wave_uploader,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aws_codedeploy-agent,aws-codedeploy-agent,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aws_elasticsearch,fluent-plugin-aws-elasticsearch-service,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aws_s3-deploy,aws-s3-deploy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aws-blue_green_deploy,aws_blue_green_deploy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aws-cloud_search,aws_cloud_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aws-sns_subscription,aws_sns_subscription,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aws-upload,aws_upload,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ba-upload,ba_upload,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
backbone_subroute-rails,backbone-subroute-rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
backstop_deploys,backstop-deploys,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bankgiro-inbetalningar,bankgiro_inbetalningar,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
banner-jobsub,banner_jobsub,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bard_rake,bard-rake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
barely-searchable,barely_searchable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
barometer-weather-bug,barometer-weather_bug,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
basic_stats,basic-stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batali_infuse,batali-infuse,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batali_tk,batali-tk,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batali_wedge,batali-wedge,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batch_rails,batch-rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batch_rails2,batch-rails2,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batch-actions,batch_actions,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batch-audio_convert,batch_audio_convert,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batch-insert,batch_insert,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batch-it,batch_it,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batch-translations,batch_translations,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batched-query,batched_query,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batman_rails,batman-rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
batsd_dash,batsd-dash,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
battering-ram,battering_ram,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
battery-growl,battery_growl,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
battle_on,battle-on,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bbs-uploader,bbs_uploader,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bedrock_capistrano-uploads,bedrock-capistrano-uploads,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
beer-bash,beer_bash,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
beer-in_the_evening,beer_in_the_evening,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
beerdb-api,beerdb_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
belong_plugin-rds-pgsql-log,belong-plugin-rds-pgsql-log,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
benchmark_plot,benchmark-plot,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
beta_pod,beta-pod,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
beta-invites,beta_invites,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
beta-tools,beta_tools,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
biblesearch_api,biblesearch-api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bin-search,bin_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
binary-search_frequency,binary_search_frequency,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
binary-search_tree,binary_search_tree,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bisearch-enzim_hu,bisearch_enzim_hu,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bitmovin_api,bitmovin-api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
blacklight-advanced_search,blacklight_advanced_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
blade-sauce-labs_plugin,blade-sauce_labs_plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
blinkist_airbrake-scrubber,blinkist-airbrake-scrubber,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
blinkman-twitter-search,blinkman-twitter_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bosh_plugin-generator,bosh-plugin-generator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bosh_plugin-pipeline,bosh-plugin-pipeline,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bosh-cli_plugin_consul,bosh_cli_plugin_consul,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bosh-cli_plugin_redis,bosh_cli_plugin_redis,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bosh-lastpass_plugin,bosh_lastpass_plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
brakeman-translate_checkstyle_format,brakeman_translate_checkstyle_format,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
branch-raker,branch_raker,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
brightbox_boxgrinder-plugins,brightbox-boxgrinder-plugins,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bulldoggy_filesystem,bulldoggy-filesystem,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bunto_press,bunto-press,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bunto-test_plugin,bunto_test_plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
bunto-test_plugin_malicious,bunto_test_plugin_malicious,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cache-stats,cache_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cafepress-api,cafepress_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
campaign-monitor_subscriber,campaign_monitor_subscriber,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
candy_-sql,candy--sql,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
candy-check,candy_check,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cap_drupal-multisite,cap-drupal-multisite,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_airbrake,capistrano-airbrake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_auth-subscriber,capistrano-auth-subscriber,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_copy-subdir,capistrano-copy-subdir,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_rails-subdir,capistrano-rails-subdir,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_rake,capistrano-rake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_runit-rake,capistrano-runit-rake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_stats,capistrano-stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_telegram,capistrano-telegram,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano_telegram-notification,capistrano-telegram_notification,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano-scm-git-with_submodule_and_resolv_symlinks,capistrano-scm-git_with_submodule_and_resolv_symlinks,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano-telegram-notification,capistrano-telegram_notification,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
capistrano3_drupal,capistrano3-drupal,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cards-lib,cards_lib,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cat_dog,cat-dog,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
catarse-paypal_express,catarse_paypal_express,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ceedling_autorake,ceedling-autorake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
chalk_rake,chalk-rake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
chef_cloudsearch,chef-cloudsearch,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
chef_handler-datadog-demo,chef-handler-datadog-demo,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
chef_handler-statsd,chef-handler-statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
chef-partial-search,chef-partial_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cinch_logsearch,cinch-logsearch,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cinch_weatherman,cinch-weatherman,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
city-search,city_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
claide_plugins,claide-plugins,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cloud-search,cloud_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cocoapods_fixbugs-plugin,cocoapods-fixbugs-plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cocoapods_icemobile-plugin,cocoapods-icemobile-plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
codestats_metrics-reporter,codestats-metrics-reporter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
comic-vine,comic_vine,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
commandsy_plugin,commandsy-plugin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
commission-junction_stats,commission_junction_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
commonmarker_pluggable,commonmarker-pluggable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
contributors-stats,contributors_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cordova_rake,cordova-rake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
crl-watchdog,crl_watchdog,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
cucumber-rake_runner,cucumber_rake_runner,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
current-weather,current_weather,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
damn_weather,damn-weather,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
danger_apkstats,danger-apkstats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
danger_brakeman,danger-brakeman,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dark-sky_weather,dark_sky_weather,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
datadog_cli,datadog-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
datadog_notifications,datadog-notifications,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
datadog-apm,datadog_apm,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
datadog-proxy,datadog_proxy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
